Id,Predicted
19307997,450.1858472734842
20176193,134.73248119636557
19485371,53.68528873456751
13079990,59.31328506203537
22339757,48.18545841144049
7717071,119.29223483252571
19416433,149.41595959130515
28602814,209.6404093433124
3167768,247.1672983118452
22026277,333.9315686430237
20982450,123.36498886842479
16271468,63.90258091359832
14445183,100.55154001868303
6040356,114.81903672299937
11484489,186.04120199026957
29541600,209.30519068235202
2793834,157.7193555959822
588677,147.22814972746622
22940375,185.9977163132718
26126728,159.9153446025954
8072662,127.19710042557719
26250574,164.38535153372717
19568889,72.71412212945211
2048796,72.70535406047075
24938213,96.6605343908064
8555036,148.23386139914138
22108302,81.11206153691289
3625656,87.17311796436462
11238715,71.69691924724457
5041360,94.39315456960271
3989564,122.36432420920941
22662308,195.90890107839908
17728208,92.28982142729231
13597896,49.24966100506549
13083638,133.8525051186215
8760775,86.84032583409937
25518930,196.10117625309536
17256297,83.19838742741882
1975069,117.8312297448261
479285,62.18301931008801
22050058,77.022384542687
21844210,286.7895752481284
25835470,42.86865088328527
27853108,130.34513894025517
9486111,223.71147681207609
23148095,65.84183443770394
26603929,87.43097543363376
6272181,70.19454972858495
22674576,85.91833413697728
20758205,247.88313472064044
22928982,500.1683143250627
28582815,130.52726745778506
13406622,495.92630633444156
24429072,290.9161098155437
4031951,89.9135608771492
25380861,211.8211974659273
18946416,249.57698227742256
9028856,444.94463177346194
29455324,221.0816251929122
23342877,66.41531191885538
28333465,52.021759562023654
29335812,104.9466606148151
15621557,66.42837572242314
22240208,337.38597001348415
14851292,133.64073834637338
13649833,73.56773740941925
6843556,222.62781096359612
4881610,96.83613530789397
14125183,56.34545357395346
13374115,65.52373755341453
12495831,182.52943626053005
11963123,132.40576737381534
16024539,145.66882391870064
4351563,127.38259090970517
27141784,158.40884826224664
14684699,155.29160534801147
5031569,171.02110437602533
9046203,125.3714144915578
16238779,265.000822676616
4629359,211.97838110289712
3811186,80.49864682219525
8703711,88.24005778086656
26814509,532.1400232304784
17556436,85.44649497499954
27368543,226.28639593165028
16456543,62.60276440726862
190542,142.27564122285904
18753645,146.1359910986682
14928996,70.34070718872323
24918804,174.58186147725513
29569480,98.45844544736853
4434797,73.26263124600771
7403108,140.8650483215902
14070967,111.48454329813461
28624477,105.50689641474239
7632182,108.87716350782479
27507052,62.31658756185487
10681555,133.79017053743405
26224149,52.73207524364229
15010339,60.334091433607966
21979587,123.42185230832219
491123,87.8074850005235
1703303,138.70421640983002
13276073,226.28709591425022
10336325,161.28597233860418
18504631,64.93755859205218
12983221,224.74765449611772
28893280,129.8399917068501
10995810,79.95387481900045
29490463,50.67302294123126
19476873,199.254807942815
11693193,201.58506621744033
3766496,105.5569533078393
13936825,70.03728218397934
9331413,198.31673165530464
15144105,48.71508089687986
25763994,61.861778552487415
18457273,47.56056585181136
10120414,212.08138672259716
26770369,62.64611323658176
26035905,74.62011245738864
7367864,271.65502233553616
18736642,117.20018023858064
21190435,121.11120641185077
3750917,70.14025481357942
29260109,478.22437717933036
26236287,42.68763154403607
23744530,131.61290346846948
